product_name,product_date,product_group,product_comments,product_votes,product_merchant
LG 27GL63T-B 27cali 1920x1080 IPS 144Hz 1ms G-SYNC (Amazon.de),lis 12.,"['Monitory', 'Komputery i tablety', 'Elektronika']",8,113,Amazon
OnePlus 7T Global Rom 8GB / 256GB Banggood wysyłka w ciągu 5 dni,lis 12.,"['Smartfony', 'Telefony i smartfony', 'Elektronika']",70,73,Banggood
ASUS Cashback - zwrot gotówki do 1590 zł za zakup płyty X299/Z390 z procesorem Intel,lis 12.,"['Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",29,0,None
Pomidory krojone klasyczne Podravka 390g Auchan,lis 12.,"['Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",4,128,Auchan
Rabat 8$ /10$ na wybrane przedmioty w AliExpress (dla nowych),lis 12.,['Elektronika'],25,0,None
Ładowarka samochodowa Rivacase 3.4A Fast Charge Carrefour,lis 12.,"['Ładowarki samochodowe', 'Akcesoria samochodowe', 'Hity z marketów', 'Elektronika']",11,0,None
"Kiwi 0,69zł/szt. - POLOmarket",lis 12.,['Artykuły spożywcze'],3,0,None
Gruszki Konferencja 1kg @Tesco,lis 12.,"['Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",4,0,None
Płyn do chłodnicy PETRYGO 5L //Tesco Puławy\\,lis 12.,"['Motoryzacja', 'Hity z marketów']",39,0,None
Smyk plecaki przecena do 80%,lis 12.,"['Plecaki', 'Akcesoria modowe', 'Rodzina i dzieci']",2,159,Smyk
"Nawilżacz Xiaomi smartmi humidifier, wysyłka z PL $98.69",lis 12.,"['Xiaomi', 'Elektronika']",73,0,None
Cyber dni na wybrane produkty ACER -10%/-15%-20%,lis 12.,['Elektronika'],9,0,None
2x amazfit pace za $100.98 (z kuponem sprzedawcy 25$),lis 12.,['Elektronika'],72,0,None
Lidl - Gdańsk ul.Nowotna - Wyprzedaż art. przemysłowych do 80%,lis 12.,"['Dom i mieszkanie', 'Hity z marketów']",21,0,None
Zegarek męski ETERNA ARTENA GENT 2525.53.11.1344,lis 12.,"['Zegarki', 'Akcesoria modowe', 'Moda']",50,508,Drop
Wkrętarka akumulatorowa 20V MYPROJECT + 2 akumulatory - Kaufland,lis 12.,"['Hity z marketów', 'Elektronika']",14,0,None
Podnośnik hydrauliczny ultimate speed 2t,lis 12.,['Motoryzacja'],40,124,Lidl
Kod Aliexpress 3$/30$,lis 12.,['Elektronika'],8,0,None
STATE OF DECAY 2 Xbox One,lis 12.,"['Xbox One', 'Xbox', 'Konsole', 'Gaming']",7,0,None
Filet z kurczaka Kaufland,lis 12.,"['Produkty mięsne', 'Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",0,135,Kaufland
latarka Lumintop FW3A,lis 12.,['Dom i mieszkanie'],16,0,None
Huawei Watch GT Active zielony,Zaktualizowano lis 12. (Opublikowano lis 8.),"['Smartfony Huawei', 'Smartwatche', 'Wearable', 'Sport i turystyka', 'Smartfony', 'Telefony i smartfony']",69,0,None
Warhammer: End Times – Vermintide @ Steam,lis 12.,"['Gry PC', 'Gry wideo', 'Gaming']",6,0,None
"3L sok wyciskany 100% jabłko, kiwi Solevita - Lidl",lis 12.,"['Jedzenie', 'Artykuły spożywcze']",13,0,None
Amazfit Stratos 3 z Hiszpanii $175.10 (select + kod ),lis 12.,['Elektronika'],26,0,None
Tania pralka INDESIT IWD 61051 ECO,lis 12.,"['Pralki', 'Dom i mieszkanie', 'AGD']",36,0,None
"Multiszlifierka GOXAWEE 130W, 121 elementów",lis 12.,['Ogród i majsterkowanie'],19,51,AliExpress
"Buty rowerowe Shimano/Pearl Izumi czarne do -50%, rożne modele",lis 12.,"['Rowery', 'Sporty rowerowe i miejskie', 'Sport i turystyka', 'Obuwie']",7,0,None
"PRZEDMIOTY ZA GROSZE NA ALIEXPRESS (NOWE KONTA) m.in. LAMPA DO PAZNOKCI LED ZA 0,5$",lis 12.,"['Oświetlenie', 'Akcesoria dla domu', 'Dom i mieszkanie']",6,0,None
Hot wheels 5 pack Biedronka,lis 12.,['Rodzina i dzieci'],13,0,None
Okulary VEITHDIA oraz 20/20 @AliExpress deals,lis 12.,"['Optyk', 'Zdrowie i uroda']",11,0,None
Polska marchew 99gr za 1 kg - Gram Market,lis 12.,['Artykuły spożywcze'],3,0,None
"Latarka rowerowa Shustar z diodą T6 i opaską mocującą za 3,95$ @ AliExpress",lis 12.,"['Latarki', 'Camping', 'Sport i turystyka']",18,0,None
Jimmy jv83,lis 12.,['Dom i mieszkanie'],19,0,None
PLAY Xiaomi Mi Band 4 za 129 zł,lis 12.,"['Internet i usługi telekomunikacyjne', 'Wearable', 'Oferty komórkowe', 'Xiaomi']",39,0,None
Dodatkowy rabat -30% na produkty z wyprzedaży BYTOM,lis 12.,"['Odzież', 'Moda']",42,0,None
Odkurzacz Xiaomi Roborock S50 najtaniej! z Czech - AliExpress,lis 12.,"['Xiaomi odkurzacze', 'Inteligentny dom', 'Odkurzacze', 'AGD', 'Xiaomi', 'Elektronika']",3,0,None
Battery Case iPhone SE/5/6/7/8/X/11,lis 12.,"['iPhone', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",5,-95,AliExpress
"Kabel Baseus USB USB-C za 1,49$ (QC 3.0, 3A, oplot) @ AliExpress",lis 12.,"['Powerbanki', 'Akcesoria i gadżety', 'Komputery i tablety', 'Elektronika']",5,0,None
Odkurzacz Xiaomi ROIDMI NEX $354.99,lis 12.,"['Xiaomi odkurzacze', 'Odkurzacze', 'Dom i mieszkanie', 'AGD', 'Xiaomi']",10,-108,Banggood
KUULAA Power Bank USB 10000 mAh,Zaktualizowano lis 12. (Opublikowano lis 10.),"['Powerbanki', 'Akcesoria i gadżety', 'Komputery i tablety', 'Elektronika']",82,0,None
Ananas Dino,lis 12.,"['Artykuły spożywcze', 'Hity z marketów']",10,0,None
Odkurzacz Xiaomi mija 1s z PL $272.99 (z kodem $264.99),lis 12.,"['Xiaomi odkurzacze', 'Odkurzacze', 'Dom i mieszkanie', 'AGD', 'Xiaomi']",11,0,None
11.11 KOD 3/30$ na słuchawki bluetooth z powerbankiem,lis 12.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",8,0,None
Flytec Smart RC łódka sterowana dla wędkarzy!,lis 12.,"['Samochody RC', 'Zabawki ogrodowe', 'Sport i turystyka', 'Zabawki']",5,-188,AliExpress
"Odkurzacz Xiaomi Mi Smart Home Robot Vacuum Cleaner- 209,99$ ( wysylka Priority Line)",lis 12.,"['Inteligentny dom', 'Odkurzacze', 'Dom i mieszkanie', 'AGD', 'Xiaomi']",22,178,GearBest
Xiaomi Bluetooth Audio odbiornik za $13.45 (możliwe 8.22$ z kupnem 5/10$),lis 12.,"['Xiaomi', 'Elektronika']",15,0,None
"Baseus bezprzewodowe słuchawki z bluetooth D02 19,09$ (20,09-1$)",lis 12.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",11,0,None
Mini aparat cyfrowy dla dzieci DC500,lis 12.,"['Foto i kamery', 'Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci']",15,0,None
"KASPERSKY Internet Security Multi-Device (1 PC, 1 rok)",lis 12.,"['Komputery i tablety', 'Elektronika']",25,0,None
Pyszne.pl -20zł/MWZ 40zł aplikacja mobilna,lis 12.,['Artykuły spożywcze'],391,0,None
Odkurzacz Roborock S4 362€,lis 12.,"['Inteligentny dom', 'Odkurzacze', 'AGD', 'Elektronika']",7,0,None
Zabierz swoją walentynkę do Niemiec,lis 12.,['Podróże'],23,62,Ryanair
Karma dla kota Sheba,lis 12.,"['Artykuły dla zwierząt', 'Artykuły spożywcze']",9,0,None
Soundbar JBL Bar 5.1 - 2599zł - 300zł bony,lis 12.,"['Głośniki', 'Audio i HiFi', 'Elektronika']",15,0,None
Hulajnoga elektryczna Xiaomi Scooter M365 Pro z wysyłką z ES @ DHgate,Zaktualizowano lis 12. (Opublikowano paź 14.),"['Hulajnogi', 'Sporty miejskie', 'Sporty rowerowe i miejskie', 'Sport i turystyka', 'Xiaomi']",122,0,None
Bluza Bejo dla dziecka w Martes Sport,lis 12.,"['Pielęgnacja dzieci', 'Moda']",9,91,Martes Sport
Jogurt SKYR 2 w cenie 1. Błąd cenowy w Biedronce Inowrocław,lis 12.,"['Błąd cenowy', 'Artykuły spożywcze']",40,0,None
Princessa longa przy zakupie 4 szt. Intermarche,lis 12.,"['Artykuły spożywcze', 'Hity z marketów']",2,0,None
Xiaomi mi 1S - wysyłka z polski,lis 12.,"['Xiaomi', 'Elektronika']",111,0,None
"USLION Dwa metry magnetyczny kabel szybkie ładowanie rodzaj USB C Micro USB 5,64 sama wtyczka 2,96 0,66/1,66 $",lis 12.,['Elektronika'],21,0,None
Powerbeats Pro czarne za 201 EUR z włoskiego Amazonu możliwe 193.60 EUR za zielone ceny po dodaniu do koszyka w podsumowaniu,lis 12.,['Elektronika'],4,97,Amazon
Flixbus -20% w aplikacji Goodie,lis 12.,['Podróże'],21,0,None
Latarka czołowa Petzl Nao Plus 750 lumen dobra cena,lis 12.,"['Latarki', 'Camping', 'Sport i turystyka']",38,19,Amazon
"NBA 2K19 na PS4, Xbox One i Nintendo Switch",lis 12.,"['Nintendo Switch', 'Xbox One', 'PlayStation 4', 'Xbox', 'Konsole', 'Gaming']",12,0,None
Odkurzacz bezworkowy Hoover Lander LA11011 za 159zł @ Carrefour,Zaktualizowano lis 12. (Opublikowano lis 8.),"['Odkurzacze', 'Dom i mieszkanie', 'AGD', 'Hity z marketów']",11,0,None
Mechaniczna klawiatura z przelacznikami Cherry MX - GK530 od SPC Gear,lis 12.,"['Komputery i tablety', 'Elektronika']",4,0,None
"Winnica Lidla Kumulacja promocji: rabat 50 zł przy zakupie za 250 zł, rabat 10% za zapis do newslettera oraz promo 10% za akcesoria",lis 12.,['Artykuły spożywcze'],155,0,None
Suszarka Xiaomi Dreame,lis 12.,"['Xiaomi', 'Zdrowie i uroda']",12,0,None
Original Xiaomi Aqara 2 Channels Smart Home Wireless Relay Two-way Control Module Controller,lis 12.,"['Inteligentny dom', 'Xiaomi', 'Elektronika']",16,99,AliExpress
F1 2018 Headline Edition,lis 12.,['Gaming'],1,61,CDkeys
Poleasingowy HP Compaq Elite 8300 MT i7-3770 3.4GHz 8GB 500GB HDD DVD Windows 10 Home PL,lis 12.,"['Windows', 'Filmy i seriale', 'Oprogramowanie', 'Systemy operacyjne', 'Komputery i tablety', 'Elektronika']",32,0,None
10W bezprzewodowa ładowarka samochodowa,lis 12.,"['Ładowarki samochodowe', 'Motoryzacja', 'Akcesoria samochodowe']",9,-125,AliExpress
XG-17 TWS Bluetooth5.0 zestaw słuchawkowy,lis 12.,['Elektronika'],2,-107,AliExpress
70mai Powerbank Starter Rozruch mobilny,lis 12.,"['Powerbanki', 'Akcesoria i gadżety', 'Komputery i tablety', 'Elektronika']",44,0,None
Puzzle Premium Quality Epoka Lodowcowa Disney 1000 El.,lis 12.,"['Gry planszowe', 'Zabawki', 'Rodzina i dzieci']",2,0,None
Zegarek zegarownia.pl,lis 12.,"['Zegarki', 'Akcesoria modowe', 'Moda']",3,-317,Zegarownia
Wodoodporny glośnik Bluetooth Mifa A10 @AliExpress deals,lis 12.,"['Głośniki', 'Audio i HiFi', 'Elektronika']",12,0,None
Zegarki Filippo Loreti do 50%,lis 12.,"['Zegarki', 'Akcesoria modowe', 'Moda']",1,0,None
RAGE 2 (Xbox One) @Amazon.co.uk,lis 12.,"['Xbox One', 'Xbox', 'Konsole', 'Gaming']",0,0,None
Ekspres Philips 2200 EP2221/40 za 1096zł @ Amazon,lis 12.,"['Małe AGD do kuchni', 'Dom i mieszkanie', 'AGD']",30,0,None
Wentylator Fander Roxo 140mm LX FRX2-14025-LX 700rpm na proline,lis 12.,['Elektronika'],30,0,None
"UMIDIGI F1, 4/128GB, NFC, Amazon",lis 12.,['Elektronika'],3,0,None
"Duża czekolada Milka Carrefour za 7,99zl, wszystkie produkty Milka - 30%",lis 12.,"['Słodycze', 'Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",4,0,None
Mandarynki luzem cena za kg na Auchan,lis 12.,"['Artykuły spożywcze', 'Hity z marketów']",3,0,None
Nintendo USB AC Adapter for Classic Mini: SNES na x-kom,lis 12.,"['Nintendo Classic Mini', 'AGD', 'Konsole', 'Elektronika']",11,0,None
Zestawienie głośników najpopularniejszej firmy na ali Tronsmart z wysyłką z Polski,lis 12.,['Elektronika'],34,0,None
"[Biedronka] Żel do golenia Gillette Series 3x Protection 2x200 ml (6,25zł/opakowanie)",lis 12.,"['Zdrowie i uroda', 'Hity z marketów']",10,0,None
Pizza Guseppe. Kaufland,lis 12.,"['Restauracje', 'Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",16,0,None
YONEX do gry w badmintona + darmowa dostawa,lis 12.,['Sport i turystyka'],11,-76,Decathlon
Słuchawki bezprzewodowe Beats by Dre Powerbeats³,lis 12.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",8,0,None
"Pralka GRUNDIG GWN47430CS, 7kg, 1400 o/m, inwenter silnik, A+++",lis 12.,"['Pralki', 'Dom i mieszkanie', 'AGD']",5,0,None
+5 Monet za zakupy od 55 zł w kategorii Akcesoria GSM,lis 12.,['Elektronika'],15,0,None
"Liitokala Lii-402 za 5,71$",lis 11.,['Elektronika'],103,0,None
Ładowarka samochodowa FIVI QC 3.0,lis 11.,"['Ładowarki samochodowe', 'Motoryzacja', 'Akcesoria samochodowe']",35,0,None
"Zmywarka 60cm Electrolux EEM48200L, MaxiFlex, AirDry, A++",lis 11.,"['Zmywarki', 'Dom i mieszkanie', 'AGD']",3,0,None
BlitzWolf BW-PL2 ładowarka - 3 porty 1x3.0 QC $11.11,lis 11.,['Elektronika'],16,0,None
"BT-S3 intercom motocyklowy do kasku, zasięg 1000 metrów",lis 11.,['Elektronika'],14,0,None
"Owoc granatu 1,99zł/szt. 22-24.11 - Aldi",lis 11.,"['Artykuły spożywcze', 'Hity z marketów']",0,0,None
Kamizelka z ogrzewaniem zasilana przez USB na zimę,lis 11.,['Moda'],65,0,None
Honor band 4 $19.68,lis 11.,"['Akcesoria modowe', 'Telefony i smartfony', 'Elektronika']",21,164,AliExpress
Shadow of Tomb Raider: Definitive Edition poniżej stówki!,lis 11.,"['Tomb Raider', 'Gry wideo', 'Gaming']",5,0,None
5 darmowych produktów na miesiąc do UE 4,lis 11.,"['Za darmo', 'Gaming']",16,0,None
Dzień Singla na iHerb -11% na wszystko (tylko do 12.11 godz. 19:00),lis 11.,['Zdrowie i uroda'],17,0,None
Korek do wina XIAOMI CIRCLE JOY za $1.90,Zaktualizowano lis 11. (Opublikowano paź 28.),"['Dom i mieszkanie', 'Xiaomi']",134,0,None
"Kawa Prima ,kup 2 i zapłać mniej za drugą o -50% taniej. Biedronka.",lis 11.,['Artykuły spożywcze'],2,0,None
"Wkład filtrujący Aquaphor - 2 sztuki za 13,98 zł (6,99zł/szt.) - Carrefour",lis 11.,"['Zdrowie i uroda', 'Hity z marketów']",19,0,None
KAUFLAND Piwo Żywiec 2.25zl za sztukę przy zakupie 8sztuk.,lis 11.,"['Piwo', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",1,0,None
"Termos obiadowy LAMART 4-częściowy 2,4L LT6024 (a model 3 częściowy 1,8L LT6023 za 24,99zł), odbiór w sklepie 0 zł",lis 11.,['Dom i mieszkanie'],15,0,None
Inteligentna żarówka LED Xiaomi Yeelight YLDP06YL E26 E27,lis 11.,"['Żarówki', 'Oświetlenie', 'Inteligentny dom', 'Dom i mieszkanie', 'Xiaomi']",16,0,None
Xiaomi 20000mAh 2C Powerbank QC3.0,lis 11.,"['Powerbanki', 'Akcesoria i gadżety', 'Xiaomi', 'Komputery i tablety', 'Elektronika']",60,0,None
Nawilżacz powietrza Blitzwolf BW-FUN2,lis 11.,['Elektronika'],27,0,None
Greenwon Alkomat + 20 ustników,lis 11.,['Motoryzacja'],28,0,None
"Laptop Lenovo Ideapad 330-15ICH ( Intel Core i7 8750H, 8GB RAM, 1TB HDD, NVidia GTX1050-2GB, W10)",lis 11.,"['Laptopy', 'Komputery i tablety', 'Elektronika']",16,0,None
NAS WD My Cloud EX2 Ultra 12TB 2 zatoki amazon.de,lis 11.,"['Dyski twarde', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",16,0,None
Xiaomi Mi9 6/64 $308.52,lis 11.,"['Xiaomi', 'Elektronika']",16,0,None
Kabel Lighting Snow Kids MiFI,lis 11.,['Elektronika'],12,0,None
"189,88$ Xiaomi Mi Watch eSIM Wear OS, NFC płatności google pay",lis 11.,"['Xiaomi', 'Elektronika']",37,0,None
Philips 55OLED803,lis 11.,['Elektronika'],3,0,None
"[LOKALNIE] Philips 55 cali OLED, 4K UHD Ambilight 3 55OLED903/12",lis 11.,['Elektronika'],9,0,None
ASUS RADEON RX 560 2GB {po sprzedaży i3mce xboss pass} 36GW+raty 0%+goodie2%,lis 11.,"['Karty graficzne', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",26,0,None
Zegarek męski Casio Edifice EFR-S107L-1AVUEF,lis 11.,"['Zegarki', 'Akcesoria modowe', 'Moda']",29,386,Watch Shop
AMD Powercolor Red Dragon RX 5700 XT 8GB karta graficzna amazon.es,lis 11.,"['Procesory', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",107,0,None
Soundbar Yamaha Yas-109 amazon.it,lis 11.,"['Audio i HiFi', 'Elektronika']",62,0,None
Darmowa pizza Wrocław Bube Antoniego 2.12 [300 szt.],Zaktualizowano gru 2. (Opublikowano lis 11.),"['Restauracje', 'Jedzenie', 'Za darmo', 'Artykuły spożywcze']",26,0,None
Malwarebytes Premium za darmo do maja 2022 r. dla wybranych klientów Natwest,lis 11.,"['Usługi i subskrypcje', 'Za darmo']",14,0,None
"Xiaomi Dreame V9 ręczny bezprzewodowy odkurzacz 157,99$ - 611,94 zł z kodem - Wysyłka z Polski plus gratis filtr i rolka",lis 11.,"['Odkurzacze', 'Dom i mieszkanie', 'AGD', 'Xiaomi']",14,0,None
11-11 Memories Retold @ Steam,lis 11.,"['Gry PC', 'Gry wideo', 'Gaming']",2,0,None
Roborock s50 z polskiego magazynu,lis 11.,"['Inteligentny dom', 'Elektronika']",52,0,None
Ładowarka HOTA D6+ LiPo/LiFe/NiZn/Nicd/NiMH/... $101.99,lis 11.,['Elektronika'],3,0,None
Licznik rowerowy Garmin edge 520 plus,lis 11.,"['Garmin', 'Nawigacja', 'Akcesoria samochodowe', 'Rowery', 'Sporty rowerowe i miejskie', 'Sport i turystyka', 'Komputery i tablety']",21,0,None
50 Style Lonsdale T-Shirts SS RICHBORNE Lonsdale Czarny Oraz Bialy.,lis 11.,['Moda'],5,0,None
XBOX ONE/PS4 Tom clancy's ghost reacon Breakpoint Aurora Edition @MediaExpert,lis 11.,"[""Tom Clancy's"", 'Xbox One', 'PlayStation 4', 'Xbox', 'Gry wideo', 'Konsole', 'Gaming']",4,0,None
Głośnik Bluetooth Fresh N Rebel Rockbox Brick XL,lis 11.,"['Głośniki', 'Audio i HiFi', 'Elektronika']",2,0,None
OnePlus 7 Pro 8/256GB,lis 11.,"['OnePlus 7 Pro', 'OnePlus 7', 'Smartfony OnePlus', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",56,0,None
Zestaw BioTech Iso Whey Zero 2270g + BioTech EAA Zero 350g + Shaker,lis 11.,['Zdrowie i uroda'],0,0,None
Nisko profilowa Low Profile Karta Graficzna RX550 4GB GDDR5 128Bit TDP 50W LP (do małego komputera SFF),lis 11.,"['Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",27,0,None
Gra Life is Feudal: Your Own £2.32 @Gamersgate,lis 11.,['Gaming'],3,0,None
Xiaomi Redmi 7A 2/32GB - czerwony,lis 11.,"['Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",8,0,None
Dysk SSD Adata XPG SX8200 Pro 512GB,lis 11.,"['SSD', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",7,0,None
Cubot King Kong 3 4GB / 64GB 134.99$,lis 11.,"['Chińskie smartfony', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",11,0,None
"Xiaomi youpin inteligentny kran - czujnik na podczerwień 12,88$",lis 11.,"['Inteligentny dom', 'Xiaomi', 'Elektronika']",5,0,None
115.06 $ Amazfit GTR 47mm,lis 11.,['Elektronika'],17,0,None
Ps4 PRO 1TB amazon.it 285EUR,lis 11.,"['PlayStation 4', 'Konsole', 'Gaming']",19,0,None
Kod Aliexpress 4/5 dla nowych,lis 11.,['Elektronika'],15,0,None
Wodoodporna torba podróżna Uniseks 3.88 USD,lis 11.,"['Akcesoria modowe', 'Moda']",9,0,None
Xiaomi AMAZFIT Pace,lis 11.,"['Xiaomi', 'Elektronika']",51,0,None
Grand Theft Auto przecenione @ Steam,Zaktualizowano lis 11. (Opublikowano lis 4.),"['GTA', 'Gry PC', 'Gry wideo', 'Gaming']",32,0,None
Soniczna szczoteczka do twarzy,lis 11.,"['Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Zdrowie i uroda']",8,0,None
Thai Phrasebook PRO,lis 11.,['Kultura i rozrywka'],1,0,None
"Polskie,ręcznie robione klocki. Patriotyczna promocja -50%, na pozostałe produkty -25%",lis 11.,['Rodzina i dzieci'],30,0,None
Yeelight 10W RGBW Colorful Bulb - GearBest Darmowa Dostawa,lis 11.,"['Inteligentny dom', 'Xiaomi', 'Elektronika']",7,0,None
Licznik rowerowy + czujniki kadencji i pulsu Meilan M4 BT ANT+,lis 11.,"['Rowery', 'Sporty rowerowe i miejskie', 'Sport i turystyka']",12,0,None
DIGITAL24 nie usuwa kodu z Newslettera wartość Produktu za 30zł Finalnie jest za Darmo !!,lis 11.,"['Za darmo', 'Elektronika']",25,0,None
Słuchawki bezprzewodowe Ausdom ANC10 @ AliExpress,lis 11.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",11,64,AliExpress
"Tesco papier toaletowy 24 rolki za 15,99 (-36%)",lis 11.,"['Higiena i pielęgnacja', 'Zdrowie i uroda', 'Hity z marketów']",4,0,None
Golarka elektryczna Xiaomi Enchen Black smart control,lis 11.,"['Xiaomi', 'Elektronika']",9,0,None
Xiaomi DEERMA DEMDS21S 2L elektryczne pudełko na lunch ze stali nierdzewnej . $44.35,lis 11.,"['Dom i mieszkanie', 'Xiaomi']",40,0,None
"Lidl, Majonez klasyczny Kania",lis 11.,"['Artykuły spożywcze', 'Hity z marketów']",20,0,None
"Dysk SSD Silicon Power 512GB M.2 PCIe NVMe A60 + gratis Power Bank 5000 mAh (2x USB, LED, czarny) @x-kom",lis 11.,"['Powerbanki', 'SSD', 'Akcesoria i gadżety', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",38,0,None
"Zegar, termometr i wilgotnościomierz Digoo DG-BC20",lis 11.,"['Zdrowie', 'Akcesoria modowe', 'Moda']",6,0,None
Hulajnoga KUGOO S1 z polskiego magazynu,lis 11.,['Elektronika'],0,0,None
"Ogniwo LiitoKala 18650, oficjalny sklep",lis 11.,['Elektronika'],94,0,None
"Męska kurtka Mountain Hardwear Ozonic za 296,90zł z dostawą @ Limango",lis 11.,"['Odzież sportowa', 'Odzież męska', 'Kurtki', 'Odzież', 'Moda']",17,0,None
Bluzy z kapturem za 100 zł zamiast 125,lis 11.,['Moda'],1,0,None
Disneyland Adventures Xbox One taniej o 40 zł w EURORTVAGD,lis 11.,"['Xbox One', 'Xbox', 'Konsole', 'Gaming']",5,0,None
Opaska Fitness Smart Rozaniec ClickToPray eRosary IP67.,lis 11.,"['Fitness i bieganie', 'Sport i turystyka']",22,0,None
"Dwie sztuki 2pcs oryginalne wymienne końcówki do szczoteczki do elektrycznej Oclean One/SE/AIR/X 7,10$",lis 11.,"['Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Zdrowie i uroda']",13,0,None
Xiaomi Mi 9T Pro 128/6GB,lis 11.,"['Xiaomi', 'Elektronika']",26,0,None
Zestawienie gadżetów na 11.11 AliExpress,lis 11.,['Elektronika'],0,0,None
"ASUS ROG Strix G G531GW | 15,6"" | i7-9750H | 16GB RAM | 1TB HDD + 256GB SSD | RTX2070 | Win10 @euro.com.pl",lis 11.,"['Laptopy', 'Komputery i tablety', 'Elektronika']",9,0,None
Robot planetarny Kenwood Prospero+ KHC29.W0SI,lis 11.,['Dom i mieszkanie'],9,0,None
"Głośniki Edifier R1700BT (Amazon, sprzedaje V-Store)",Zaktualizowano lis 11. (Opublikowano lis 1.),"['Głośniki', 'Audio i HiFi', 'Elektronika']",287,0,None
XIAOMI WIHA 24in1 zestaw wkrętaków precyzyjnych z POLSKI!,lis 11.,"['Xiaomi', 'Ogród i majsterkowanie']",13,0,None
Pancerne telefony NOMU dziś taniej!,lis 11.,['Elektronika'],4,0,None
Amazfit GTS globalna wersja $125.10 (z kupon select 12$) + kupon sprzedawcy 5$,lis 11.,['Elektronika'],11,0,None
FIVI Bluetooth 5.0 słuchawki bezprzewodowe douszne,lis 11.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",5,0,None
Maska do nurkowania - 11.08$ przez aplikację Aliexpress,lis 11.,['Sport i turystyka'],18,0,None
Astrolux FT03 4300lm - Bardzo mocna latarka zasilana ogniwami 26650 21700 18650,lis 11.,"['Latarki', 'Camping', 'Sport i turystyka']",68,0,None
CABLETIME | Thunderbolt 3 | kabel USBC - USBC $13.99,lis 11.,['Elektronika'],0,0,None
BlitzWolf BS3 Selfie Statyw $9.99,lis 11.,['Elektronika'],21,0,None
"Xiaomi Redmi Note 8: 6.3"", 4/64GB, Snap 665, 48MPx, 4Ah, 18W QC, Android 9 (MIUI V10) $140.99",lis 11.,"['Xiaomi Redmi Note 8', 'Smartfony Xiaomi', 'Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",10,0,None
Hulajnoga elektryczna prędkość 45 km/h zasięg do 70 km ( max obciążenie 150 kg ),lis 11.,"['Hulajnogi', 'Sporty miejskie', 'Sporty rowerowe i miejskie', 'Sport i turystyka']",32,0,None
Ładowarka UGREEN 65W USB C PD @ AliExpress,lis 11.,['Elektronika'],19,0,None
Pepsi 4x2 l - tesco,lis 11.,"['Napoje', 'Artykuły spożywcze', 'Hity z marketów']",8,0,None
Xiaomi Redmi Note 8 3/32GB,lis 11.,"['Xiaomi Redmi Note 8', 'Smartfony Xiaomi', 'Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",6,0,None
Masło Ekstra Polskie - tesco,lis 11.,"['Artykuły spożywcze', 'Hity z marketów']",0,0,None
Zestawienie gier karcianych na aliexpress,lis 11.,['Rodzina i dzieci'],39,0,None
2x Szczoteczka Alfawise RTB200 LJ - ST206 Sonic Toothbrush,lis 11.,"['Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Zdrowie i uroda']",13,0,None
Adapter Mini Display port to HDMI Adapter F 1080P Thunderbolt for MacBook Pro,lis 11.,"['MacBook Pro', 'MacBook', 'Laptopy', 'Komputery i tablety', 'Elektronika']",15,0,None
Zestaw wkrętów XIAOMI Mijia Wiha 24 in 1,lis 11.,"['Xiaomi', 'Ogród i majsterkowanie']",19,0,None
Słuchawki bezprzewodowe Funcl W1,lis 11.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",12,0,None
Amazfit GTS globalna wersja $127.99 (z kupon select 12$),lis 11.,['Elektronika'],58,0,None
Pamieć XPG DDR4 16GB 3000 MHZ,lis 11.,['Elektronika'],7,0,None
Ładowarka Kuulaa QC 3.0 USB typ C 36W,lis 11.,['Elektronika'],7,0,None
